"","SPECIES","YEAR","REGION","DISTRICT","TOTAL_AREA","SHELL_TEXT","SEX_TEXT","ABUNDANCE","ABUNDANCE_CV","ABUNDANCE_CI","BIOMASS_MT","BIOMASS_MT_CV","BIOMASS_MT_CI","BIOMASS_LBS","BIOMASS_LBS_CV","BIOMASS_LBS_CI","bin"
"1","SNOW",1980,"EBS","ALL",128721,"new_hardshell","male",722491304.628817,0.224380322054839,317741149.964293,62304.0593320782,0.225679800316036,27559.104631126,137356938.636509,0.225679800316036,60757425.5076785,"Small (55-65mm)"
"2","SNOW",1981,"EBS","ALL",119097,"new_hardshell","male",486060524.584804,0.213177455381716,203089605.753282,40450.9558992663,0.208420598387916,16524.392370421,89179092.4509307,0.208420598387916,36430049.2321359,"Small (55-65mm)"
"3","SNOW",1982,"EBS","ALL",132330,"new_hardshell","male",423193088.157465,0.198187729219023,164388487.239703,36564.657322223,0.195011265924314,13975.819420491,80611270.6927222,0.195011265924314,30811407.6532884,"Small (55-65mm)"
"4","SNOW",1983,"EBS","ALL",131528,"new_hardshell","male",286616421.345916,0.249807685924394,140334010.530135,24922.5500499781,0.246401606313152,12036.2744768397,54944817.6343406,0.246401606313152,26535442.994422,"Small (55-65mm)"
"5","SNOW",1984,"EBS","ALL",132330,"new_hardshell","male",99660676.787752,0.246108220824438,48073531.2267703,8680.86961116381,0.245086223396863,4170.02063564945,19138041.5220915,0.245086223396864,9193321.82692908,"Small (55-65mm)"
"6","SNOW",1985,"EBS","ALL",131528,"new_hardshell","male",64357831.978836,0.205459924608861,25916992.4004683,5467.58274853739,0.20272365473188,2172.48038037166,12053956.6142558,0.20272365473188,4789499.39209004,"Small (55-65mm)"
"7","SNOW",1986,"EBS","ALL",131528,"new_hardshell","male",218648095.309471,0.235453786865819,100903783.181963,18368.1413939747,0.231986275854879,8351.86716407351,40494820.0384739,0.231986275854879,18412715.2845926,"Small (55-65mm)"
"8","SNOW",1987,"EBS","ALL",135137,"new_hardshell","male",750145208.041501,0.14646419169145,215344046.632145,62752.8544049722,0.146200122283015,17981.9709757258,138346362.406786,0.146200122283015,39643459.9985135,"Small (55-65mm)"
"9","SNOW",1988,"EBS","ALL",140350,"new_hardshell","male",912003268.040864,0.184492901569417,329785933.156833,76617.8735885117,0.186539145688537,28012.7760599996,168913497.351185,0.186539145688537,61757599.8026597,"Small (55-65mm)"
"10","SNOW",1989,"EBS","ALL",140350,"new_hardshell","male",614357728.783673,0.160469675198208,193228138.979112,53605.6671356871,0.160486990677296,16861.9039156363,118180266.426633,0.160486990677296,37174134.8198526,"Small (55-65mm)"
"11","SNOW",1990,"EBS","ALL",140350,"new_hardshell","male",479420176.078229,0.178992839922341,168193046.511329,40934.7789200211,0.178894157677288,14353.0658774223,90245739.6274579,0.178894157677288,31643093.7262512,"Small (55-65mm)"
"12","SNOW",1991,"EBS","ALL",140350,"new_hardshell","male",689386287.221467,0.440225213357318,594831041.740253,58229.4395836068,0.434069395176349,49540.2105381674,128373939.763598,0.434069395176349,109217468.843596,"Small (55-65mm)"
"13","SNOW",1992,"EBS","ALL",133132,"new_hardshell","male",300121621.421489,0.18059006431838,106230006.515052,25886.1037301804,0.182739412813972,9271.60633556167,57069089.8750803,0.182739412813972,20440393.0682559,"Small (55-65mm)"
"14","SNOW",1993,"EBS","ALL",140350,"new_hardshell","male",914544674.045655,0.236879809944123,424608850.403757,75925.2562356604,0.235059748591723,34980.0644193323,167386537.466804,0.235059748591723,77117841.3325882,"Small (55-65mm)"
"15","SNOW",1994,"EBS","ALL",140350,"new_hardshell","male",907317212.226664,0.156211732606987,277797843.742294,76653.4629736132,0.157164200304985,23612.4732093571,168991958.514677,0.157164200304985,52056592.5951475,"Small (55-65mm)"
"16","SNOW",1995,"EBS","ALL",140350,"new_hardshell","male",1030251984.32777,0.134320190527639,271231939.939713,88878.6129074168,0.133225451835091,23208.1509916109,195943800.614234,0.133225451835091,51165214.687388,"Small (55-65mm)"
"17","SNOW",1996,"EBS","ALL",140350,"new_hardshell","male",502063214.438032,0.141166926277107,138914452.726881,44364.2164990257,0.141271845657959,12284.1329021338,97806355.2943498,0.141271845657959,27081877.2858413,"Small (55-65mm)"
"18","SNOW",1997,"EBS","ALL",140350,"new_hardshell","male",151370823.052644,0.266980985656363,79209737.8148915,13341.5363114378,0.26142864754199,6836.20519630179,29413052.7624129,0.26142864754199,15071252.6233672,"Small (55-65mm)"
"19","SNOW",1998,"EBS","ALL",140350,"new_hardshell","male",132506055.488207,0.253050785827419,65720292.4776375,11288.3510640414,0.247854452569289,5483.82142384035,24886554.1191567,0.247854452569289,12089756.7651775,"Small (55-65mm)"
"20","SNOW",1999,"EBS","ALL",140350,"new_hardshell","male",88995685.9382246,0.196910559386211,34347412.9900686,7602.71470541116,0.195585747961611,2914.48597870529,16761116.827012,0.195585747961611,6425341.71971483,"Small (55-65mm)"
"21","SNOW",2000,"EBS","ALL",140350,"new_hardshell","male",242814325.435162,0.216269639023087,102926198.362534,19985.2948518257,0.213475519325995,8362.08754685817,44060033.1346532,0.213475519325995,18435247.3716837,"Small (55-65mm)"
"22","SNOW",2001,"EBS","ALL",140350,"new_hardshell","male",412917970.441871,0.218814410584887,177090708.551406,36039.3111948121,0.218090215783549,15405.2494641274,79453080.7359315,0.218090215783549,33962761.4638394,"Small (55-65mm)"
"23","SNOW",2002,"EBS","ALL",140350,"new_hardshell","male",107458496.344901,0.38939277204019,82013381.0711829,9357.98252061215,0.403210634146364,7395.54661027456,20630819.9598072,0.403210634146364,16304389.3579485,"Small (55-65mm)"
"24","SNOW",2003,"EBS","ALL",140350,"new_hardshell","male",165742538.923778,0.260343964361661,84574136.5076951,13924.677370125,0.259321452074454,7077.49640836663,30698658.7321235,0.259321452074454,15603208.6879387,"Small (55-65mm)"
"25","SNOW",2004,"EBS","ALL",140350,"new_hardshell","male",292123547.757147,0.214407689118784,122761728.23111,25603.0857661107,0.218212714778078,10950.3609493692,56445142.0691027,0.218212714778078,24141413.4663891,"Small (55-65mm)"
"26","SNOW",2005,"EBS","ALL",140350,"new_hardshell","male",585432322.212213,0.259617392464666,297897289.396247,52164.5555988149,0.261658342390566,26752.6106530718,115003159.331837,0.261658342390566,58979410.6392752,"Small (55-65mm)"
"27","SNOW",2006,"EBS","ALL",140350,"new_hardshell","male",233743983.55289,0.185437536848184,84956020.7837355,20632.2669083165,0.191199357483083,7731.95730552761,45486362.366097,0.191199357483083,17046047.9869353,"Small (55-65mm)"
"28","SNOW",2007,"EBS","ALL",140350,"new_hardshell","male",307548488.34718,0.170952488219039,103049311.488671,25615.8348648785,0.167303875052848,8399.83173379176,56473249.0206544,0.167303875052848,18518459.0600407,"Small (55-65mm)"
"29","SNOW",2008,"EBS","ALL",140350,"new_hardshell","male",214606308.547612,0.220781776515263,92867077.6229481,18902.5750861524,0.221791503705618,8217.16388244155,41673044.6461272,0.221791503705618,18115745.3826696,"Small (55-65mm)"
"30","SNOW",2009,"EBS","ALL",140350,"new_hardshell","male",135082317.171951,0.188916966225885,50017909.4397398,11429.6550848243,0.185122123648363,4147.12876286713,25198076.1599327,0.185122123648363,9142853.8863367,"Small (55-65mm)"
"31","SNOW",2010,"EBS","ALL",140350,"new_hardshell","male",317138821.524577,0.159571975245974,99188677.6286002,26247.1193307068,0.159763163238542,8218.91270793948,57864993.0348411,0.159763163238542,18119600.8829239,"Small (55-65mm)"
"32","SNOW",2011,"EBS","ALL",140350,"new_hardshell","male",534685278.204733,0.197105459216855,206563199.10219,45732.2924503187,0.203542070858045,18244.5532004303,100822446.484978,0.203542070858045,40222354.7111925,"Small (55-65mm)"
"33","SNOW",2012,"EBS","ALL",140350,"new_hardshell","male",312907053.535296,0.184556248061137,113187945.512986,27289.0261440279,0.186115487417472,9954.66438781003,60162004.3653472,0.186115487417472,21946278.3022786,"Small (55-65mm)"
"34","SNOW",2013,"EBS","ALL",140350,"new_hardshell","male",193875604.54057,0.158710870219795,60309525.1856044,16237.421113025,0.158440311467653,5042.4176348151,35797385.9062602,0.158440311467653,11116627.9865227,"Small (55-65mm)"
"35","SNOW",2014,"EBS","ALL",140350,"new_hardshell","male",349226221.328635,0.378290724294002,258933718.809379,30655.6644863858,0.383605134517385,23048.9537860789,67584171.4144929,0.383605134517385,50814244.926737,"Small (55-65mm)"
"36","SNOW",2015,"EBS","ALL",140350,"new_hardshell","male",177943255.58236,0.259561864444393,90527075.0411546,15157.1472932587,0.258287164810793,7673.19733795092,33415789.8054124,0.258287164810793,16916504.4331566,"Small (55-65mm)"
"37","SNOW",2016,"EBS","ALL",140350,"new_hardshell","male",175857953.136279,0.310011519552374,106855262.90321,14429.9439751096,0.307070519302361,8684.78036428413,31812580.9195375,0.307070519302361,19146663.2568891,"Small (55-65mm)"
"38","SNOW",2017,"EBS","ALL",140350,"new_hardshell","male",580860867.470219,0.22951331161202,261297990.506684,48041.020105487,0.229616019608481,21620.7361165237,105912319.70125,0.229616019608481,47665563.9435116,"Small (55-65mm)"
"39","SNOW",2018,"EBS","ALL",140350,"new_hardshell","male",1712654245.81084,0.183074848987554,614546078.142637,141933.646737149,0.180579885995028,50235.5090234396,312910128.398214,0.180579885995028,110750339.613164,"Small (55-65mm)"
"40","SNOW",2019,"EBS","ALL",140350,"new_hardshell","male",495808040.595848,0.229378079900417,222905892.848085,44024.596103219,0.227087070009985,19594.9364134079,97057620.4869131,0.227087070009985,43199440.0906878,"Small (55-65mm)"
"41","SNOW",2021,"EBS","ALL",140350,"new_hardshell","male",9110168.61977258,0.255668807250834,4565204.45194761,814.390196064281,0.2494483780874,398.170694535489,1795423.04925519,0.2494483780874,877816.120530186,"Small (55-65mm)"
"42","SNOW",2022,"EBS","ALL",140350,"new_hardshell","male",59328033.7659138,0.360824260618924,41957708.0784184,4904.94236661599,0.366357579172809,3522.04711037454,10813546.9003062,0.366357579172809,7764784.7347489,"Small (55-65mm)"
"43","SNOW",2023,"EBS","ALL",140350,"new_hardshell","male",111276083.578414,0.272810269184829,59500226.2971268,9158.31875997644,0.270471548105449,4855.04671998584,20190636.7163463,0.270471548105449,10703545.8290136,"Small (55-65mm)"
"44","SNOW",2024,"EBS","ALL",140350,"new_hardshell","male",441910975.329046,0.185919049985708,161032950.67441,37480.1809750546,0.182965416485603,13440.850767231,82629654.8485924,0.182965416485603,29632003.6583312,"Small (55-65mm)"
"45","SNOW",1980,"EBS","ALL",128721,"new_hardshell","male",77958002.9077666,0.249967845154888,38194508.2388884,32161.5031279156,0.251954008451458,15882.3104765688,70903977.3484636,0.251954008451458,35014500.9638697,"Large (95-105mm)"
"46","SNOW",1981,"EBS","ALL",119097,"new_hardshell","male",37843664.5395356,0.146891629763465,10895478.4184511,15657.3698635776,0.14680073235633,4505.08619098437,34518591.7998969,0.14680073235633,9932014.93002278,"Large (95-105mm)"
"47","SNOW",1982,"EBS","ALL",132330,"new_hardshell","male",33810358.7558585,0.164639374816316,10910372.0026446,13733.6470551988,0.165413929529106,4452.60359128589,30277508.9783784,0.165413929529106,9816310.60347408,"Large (95-105mm)"
"48","SNOW",1983,"EBS","ALL",131528,"new_hardshell","male",78546240.6698815,0.168412457796771,25927204.2661464,31852.845088488,0.167034528518482,10428.2289242025,70223502.8523261,0.167034528518482,22990309.3921149,"Large (95-105mm)"
"49","SNOW",1984,"EBS","ALL",132330,"new_hardshell","male",80510756.5681277,0.184045523243264,29042582.8658125,33119.0727984492,0.184142489215303,11953.3118709942,73015057.1061183,0.184142489215303,26352541.7568075,"Large (95-105mm)"
"50","SNOW",1985,"EBS","ALL",131528,"new_hardshell","male",39742312.0224562,0.132849169036961,10348276.9304703,16643.8881658969,0.131811475815232,4299.95670640307,36693492.3660579,0.131811475815232,9479781.82790668,"Large (95-105mm)"
"51","SNOW",1986,"EBS","ALL",131528,"new_hardshell","male",18453484.516175,0.150844604148743,5455872.79133445,7671.92910742009,0.150615026916514,2264.7953056707,16913708.4634386,0.150615026916514,4993018.9647386,"Large (95-105mm)"
"52","SNOW",1987,"EBS","ALL",135137,"new_hardshell","male",79197805.9384817,0.136823180580186,21238747.5788118,32792.8059047367,0.135845712276553,8731.3336683244,72295761.7314794,0.135845712276553,19249295.724098,"Large (95-105mm)"
"53","SNOW",1988,"EBS","ALL",140350,"new_hardshell","male",71044371.3154321,0.19271965026015,26835626.9300101,29322.3545551265,0.190946412064666,10974.0368553552,64644726.1781031,0.190946412064666,24193609.9043186,"Large (95-105mm)"
"54","SNOW",1989,"EBS","ALL",140350,"new_hardshell","male",137357114.76734,0.141483494899246,38090178.7072576,56451.509636514,0.140012484115403,15491.675548695,124454275.182174,0.140012484115403,34153298.3649949,"Large (95-105mm)"
"55","SNOW",1990,"EBS","ALL",140350,"new_hardshell","male",381237007.137359,0.191055364138517,142761255.434545,156658.595079446,0.190676136243967,58547.2690135474,345373082.619197,0.190676136243967,129074633.714734,"Large (95-105mm)"
"56","SNOW",1991,"EBS","ALL",140350,"new_hardshell","male",144889832.606088,0.22829995303257,64833550.2785791,58796.1650848658,0.218989520862043,25236.4582801022,129623355.624052,0.218989520862043,55636866.8196569,"Large (95-105mm)"
"57","SNOW",1992,"EBS","ALL",133132,"new_hardshell","male",65253004.461384,0.130853757232866,16735657.5768299,27365.0842028034,0.13138541242741,7046.93083322841,60329683.6822976,0.13138541242741,15535823.1295392,"Large (95-105mm)"
"58","SNOW",1993,"EBS","ALL",140350,"new_hardshell","male",44443621.3251264,0.126783536178564,11044050.1654739,18590.8276013196,0.126834632150693,4621.60312917303,40985759.0887604,0.126834632150693,10188890.8077821,"Large (95-105mm)"
"59","SNOW",1994,"EBS","ALL",140350,"new_hardshell","male",21604881.6112477,0.191479276033248,8108298.69582323,9044.52225765601,0.193991333921309,3438.93551738958,19939758.3730434,0.193991333921309,7581555.03671637,"Large (95-105mm)"
"60","SNOW",1995,"EBS","ALL",140350,"new_hardshell","male",58066746.6015116,0.260686804939785,29668979.9038005,23662.2911583856,0.260907632778201,12100.3978495962,52166422.3725497,0.260907632778201,26676810.8325903,"Large (95-105mm)"
"61","SNOW",1996,"EBS","ALL",140350,"new_hardshell","male",155074711.656034,0.168420747534124,51190885.7670658,63231.5354868237,0.168994718448833,20944.159251899,139401673.548487,0.168994718448833,46173967.2823405,"Large (95-105mm)"
"62","SNOW",1997,"EBS","ALL",140350,"new_hardshell","male",113000617.008815,0.125874549511051,27878847.4504926,46705.8491584992,0.126538009720017,11583.7277818077,102968771.627485,0.126538009720017,25537748.3131116,"Large (95-105mm)"
"63","SNOW",1998,"EBS","ALL",140350,"new_hardshell","male",87359007.6690304,0.115494472108836,19775385.6503854,36366.5754275158,0.115370093242719,8223.40578806211,80174574.8666719,0.115370093242719,18129506.4290041,"Large (95-105mm)"
"64","SNOW",1999,"EBS","ALL",140350,"new_hardshell","male",15653163.7217193,0.142132016030406,4360638.80536306,6486.10938367748,0.142428709310401,1810.664048408,14299423.4750412,0.142428709310401,3991830.9216886,"Large (95-105mm)"
"65","SNOW",2000,"EBS","ALL",140350,"new_hardshell","male",8185816.8407255,0.192668194622044,3091207.24233024,3392.59996854067,0.191344789880519,1272.34640313298,7479402.63752829,0.191344789880519,2805043.66317491,"Large (95-105mm)"
"66","SNOW",2001,"EBS","ALL",140350,"new_hardshell","male",26938949.888357,0.256501089071463,13543345.1702181,11100.8287709724,0.255691703953773,5563.24405454802,24473138.2297557,0.255691703953773,12264853.6935224,"Large (95-105mm)"
"67","SNOW",2002,"EBS","ALL",140350,"new_hardshell","male",37253718.5584042,0.336277572180487,24554076.46177,15302.6429693151,0.339130779316702,10171.6105821466,33736552.8642275,0.339130779316702,22424562.790037,"Large (95-105mm)"
"68","SNOW",2003,"EBS","ALL",140350,"new_hardshell","male",32744083.8787938,0.168283099035348,10800140.7839857,13435.6522679371,0.167384456308851,4407.88192604593,29620542.9291882,0.167384456308851,9717716.20859931,"Large (95-105mm)"
"69","SNOW",2004,"EBS","ALL",140350,"new_hardshell","male",16867934.2832006,0.175936245231618,5816654.80429601,7033.74452651418,0.177423681843258,2445.98758803646,15506752.2994583,0.177423681843258,5392479.56934656,"Large (95-105mm)"
"70","SNOW",2005,"EBS","ALL",140350,"new_hardshell","male",21671488.5904899,0.151038699267605,6415537.55788467,8888.26456364472,0.149300212644723,2600.95878721364,19595269.1259882,0.149300212644723,5734132.58078761,"Large (95-105mm)"
"71","SNOW",2006,"EBS","ALL",140350,"new_hardshell","male",16655584.6139347,0.353899590019323,11553032.9501511,6864.64977331776,0.359702659437075,4839.69624795037,15133962.1813256,0.359702659437075,10669703.8311081,"Large (95-105mm)"
"72","SNOW",2007,"EBS","ALL",140350,"new_hardshell","male",66379459.1847979,0.157173848557412,20448905.5278593,27844.1436026929,0.157175254281566,8577.76428797117,61385828.8725034,0.157175254281566,18910733.194148,"Large (95-105mm)"
"73","SNOW",2008,"EBS","ALL",140350,"new_hardshell","male",46296202.4142084,0.13060052118629,11850764.0019136,19286.4557209077,0.128990490349159,4876.02798585298,42519356.5775983,0.128990490349159,10749801.6023793,"Large (95-105mm)"
"74","SNOW",2009,"EBS","ALL",140350,"new_hardshell","male",48511676.8863467,0.131402037775627,12494085.0696063,19974.8185064624,0.13229998928604,5179.62981781531,44036936.7466711,0.13229998928604,11419129.0691582,"Large (95-105mm)"
"75","SNOW",2010,"EBS","ALL",140350,"new_hardshell","male",50291509.7417204,0.168841816252756,16642967.2998951,20951.8477301054,0.167302230918348,6870.37009953199,46190917.4753217,0.167302230918348,15146573.3419018,"Large (95-105mm)"
"76","SNOW",2011,"EBS","ALL",140350,"new_hardshell","male",37189379.7732377,0.214095212621108,15605653.6128049,15466.4840044883,0.210287893353346,6374.73210421864,34097760.5167574,0.210287893353346,14053878.6051862,"Large (95-105mm)"
"77","SNOW",2012,"EBS","ALL",140350,"new_hardshell","male",20410048.2969545,0.195735718779244,7830151.92849803,8351.78610443303,0.194820140759563,3189.10844314044,18412536.5786755,0.194820140759563,7030780.61727641,"Large (95-105mm)"
"78","SNOW",2013,"EBS","ALL",140350,"new_hardshell","male",42167077.4352273,0.143964077161405,11898267.0035297,17557.1224534438,0.144429400362356,4970.09874935713,38706829.3354318,0.144429400362356,10957192.1356552,"Large (95-105mm)"
"79","SNOW",2014,"EBS","ALL",140350,"new_hardshell","male",79851593.3616025,0.222613858759148,34841099.7995338,33603.8830899007,0.224409952371205,14780.4497752366,74083880.8419575,0.224409952371205,32585313.9355867,"Large (95-105mm)"
"80","SNOW",2015,"EBS","ALL",140350,"new_hardshell","male",19125155.2044338,0.153024918667217,5736185.62652651,7912.80066653691,0.153695905082502,2383.68351795439,17444739.3516275,0.153695905082502,5255122.60701039,"Large (95-105mm)"
"81","SNOW",2016,"EBS","ALL",140350,"new_hardshell","male",13851539.6943042,0.17010820263722,4618270.62146613,5823.86505681015,0.170642922765502,1947.85065596848,12839424.6508384,0.170642922765502,4294275.62013114,"Large (95-105mm)"
"82","SNOW",2017,"EBS","ALL",140350,"new_hardshell","male",20205848.8755182,0.154864630816414,6133175.79982118,8431.04291786584,0.155167230654519,2564.11429894549,18587267.9425051,0.155167230654519,5652904.38846119,"Large (95-105mm)"
"83","SNOW",2018,"EBS","ALL",140350,"new_hardshell","male",58801537.3527457,0.255048224205698,29394566.2574703,24200.5274378958,0.254229436020376,12058.8734261865,53353030.2502577,0.254229436020376,26585265.1493821,"Large (95-105mm)"
"84","SNOW",2019,"EBS","ALL",140350,"new_hardshell","male",79461609.0297967,0.210527379310862,32788534.8375402,32387.2903043434,0.209840729665555,13320.498353533,71401752.8653398,0.209840729665555,29366672.0044986,"Large (95-105mm)"
"85","SNOW",2021,"EBS","ALL",140350,"new_hardshell","male",28298046.4059305,0.189257595463022,10497015.6294113,11547.2886362348,0.191327443440766,4330.25389834909,25457413.7484608,0.191327443440766,9546575.70264937,"Large (95-105mm)"
"86","SNOW",2022,"EBS","ALL",140350,"new_hardshell","male",11157041.0286634,0.282880117712679,6185965.95584643,4698.51057292776,0.284150202462304,2616.76215191464,10358442.6980723,0.284150202462304,5768973.03610877,"Large (95-105mm)"
"87","SNOW",2023,"EBS","ALL",140350,"new_hardshell","male",7601057.32486882,0.168748171986303,2514022.47632004,3182.70075852212,0.169174226924919,1055.32464309841,7016654.0908132,0.169174226924919,2326592.58156928,"Large (95-105mm)"
"88","SNOW",2024,"EBS","ALL",140350,"new_hardshell","male",11185177.3612482,0.157450122362021,3451770.7865721,4609.5383006514,0.157448097421847,1422.49554944416,10162292.4138946,0.157448097421847,3136065.86778384,"Large (95-105mm)"
